Rg;Mc;rh;rhoh;host
4.0180E-01;3.2359E+05;6.9600E+00;1.1457E+11;NearbyDwarfs
8.9600E-01;7.2444E+04;8.5400E+00;1.3884E+10;NearbyDwarfs
3.0607E+00;1.2303E+05;6.6000E+00;5.1080E+10;NearbyDwarfs
1.5720E+00;5.1286E+05;2.2300E+00;5.5204E+12;NearbyDwarfs
1.6681E+00;2.2387E+05;3.3400E+00;7.1720E+11;NearbyDwarfs
6.3220E-01;3.2359E+05;2.7300E+00;1.8984E+12;NearbyDwarfs
1.0709E+00;4.8978E+05;1.0430E+01;5.1526E+10;NearbyDwarfs
1.3897E+00;1.7783E+05;3.3000E+00;5.9066E+11;NearbyDwarfs
4.7124E+00;3.0903E+04;4.2000E+00;4.9789E+10;NearbyDwarfs
3.4915E+00;6.0256E+04;4.5000E+00;7.8930E+10;NearbyDwarfs
2.6953E+00;1.5136E+04;3.2600E+00;5.2147E+10;NearbyDwarfs
1.9240E+00;1.4125E+04;5.2000E-01;1.1991E+13;NearbyDwarfs
1.3142E+00;1.0233E+05;3.1700E+00;3.8345E+11;NearbyDwarfs
1.6762E+00;1.1749E+04;1.0600E+00;1.1775E+12;NearbyDwarfs
1.2245E+00;2.3988E+05;8.5300E+00;4.6135E+10;NearbyDwarfs
6.1420E-01;4.5709E+05;1.8000E+00;9.3554E+12;NearbyDwarfs
1.0072E+00;2.1878E+05;4.4400E+00;2.9835E+11;NearbyDwarfs
2.5400E-01;3.5481E+05;1.6600E+00;9.2589E+12;NearbyDwarfs
2.2153E+00;6.7608E+04;1.3630E+01;3.1871E+09;NearbyDwarfs
1.5305E+00;1.9498E+05;3.2300E+00;6.9068E+11;NearbyDwarfs
4.8180E-01;2.1878E+06;2.6200E+00;1.4520E+13;NearbyDwarfs
5.1460E-01;1.3183E+04;5.2900E+00;1.0630E+10;NearbyDwarfs
1.2762E+00;9.5499E+04;3.1900E+00;3.5116E+11;NearbyDwarfs
1.8817E+00;1.6218E+05;2.1900E+00;1.8431E+12;NearbyDwarfs
1.0589E+00;1.2882E+05;1.2100E+00;8.6801E+12;NearbyDwarfs
1.3055E+00;4.0738E+06;1.1400E+00;3.2822E+14;NearbyDwarfs
8.6420E-01;8.3176E+04;3.4300E+00;2.4604E+11;NearbyDwarfs
7.0100E-02;1.1749E+06;3.2700E+00;4.0109E+12;NearbyDwarfs
6.8330E-01;1.6982E+05;1.0780E+01;1.6182E+10;NearbyDwarfs
1.6790E-01;2.5119E+05;4.2400E+00;3.9335E+11;NearbyDwarfs
1.2228E+00;3.3113E+05;7.0200E+00;1.1425E+11;NearbyDwarfs
3.1240E-01;2.0893E+05;3.1100E+00;8.2909E+11;NearbyDwarfs
3.1750E-01;4.6774E+06;4.7300E+00;5.2759E+12;NearbyDwarfs
5.0580E-01;2.1878E+05;4.7600E+00;2.4214E+11;NearbyDwarfs
3.1160E-01;2.6303E+05;3.1300E+00;1.0239E+12;NearbyDwarfs
3.1420E-01;1.9953E+05;6.2000E+00;9.9932E+10;NearbyDwarfs
2.7926E+00;3.7154E+04;2.1400E+00;4.5252E+11;NearbyDwarfs
6.2090E-01;2.0893E+04;1.4100E+00;8.8966E+11;NearbyDwarfs
5.4770E-01;3.8905E+05;6.8000E-01;1.4769E+14;NearbyDwarfs
4.8920E-01;8.7096E+04;1.5090E+01;3.0256E+09;NearbyDwarfs
1.1415E+00;5.8884E+04;3.3800E+00;1.8203E+11;NearbyDwarfs
6.5430E-01;2.0893E+05;3.4200E+00;6.2345E+11;NearbyDwarfs
2.9562E+00;2.9512E+05;3.2000E+00;1.0751E+12;NearbyDwarfs
2.9230E-01;1.1482E+05;3.1100E+00;4.5562E+11;NearbyDwarfs
9.0600E-01;2.0417E+05;3.9700E+00;3.8950E+11;NearbyDwarfs
8.2110E-01;1.0000E+05;5.5900E+00;6.8335E+10;NearbyDwarfs
1.5658E+00;9.7724E+04;8.1000E+00;2.1950E+10;NearbyDwarfs
2.9199E+00;9.1201E+04;5.7700E+00;5.6670E+10;NearbyDwarfs
7.3530E-01;4.2658E+05;4.5000E-01;5.5878E+14;NearbyDwarfs
4.7890E-01;2.0417E+05;3.9700E+00;3.8950E+11;NearbyDwarfs
1.8390E-01;2.2387E+05;2.1500E+00;2.6889E+12;NearbyDwarfs
2.9740E-01;1.1749E+05;3.3700E+00;3.6643E+11;NearbyDwarfs
7.4510E-01;1.2882E+05;4.9200E+00;1.2912E+11;NearbyDwarfs
6.1640E-01;8.9125E+04;2.8000E+00;4.8463E+11;NearbyDwarfs
1.7451E+00;1.4791E+05;1.6020E+01;4.2943E+09;NearbyDwarfs
1.3959E+00;6.9183E+04;1.8790E+01;1.2448E+09;NearbyDwarfs
3.5959E+00;3.0200E+04;1.4900E+00;1.0897E+12;NearbyDwarfs
1.7629E+00;2.5704E+04;7.6300E+00;6.9073E+09;NearbyDwarfs
3.3255E+00;1.1482E+05;9.6400E+00;1.5299E+10;NearbyDwarfs
1.9195E+00;3.0200E+05;4.1200E+00;5.1545E+11;NearbyDwarfs
2.1725E+00;8.1283E+04;7.1300E+00;2.6768E+10;NearbyDwarfs
2.5319E+00;1.1220E+05;2.3900E+00;9.8104E+11;NearbyDwarfs
3.4304E+00;5.4954E+04;1.3630E+01;2.5906E+09;NearbyDwarfs
5.1746E+00;4.0738E+04;8.5500E+00;7.7801E+09;NearbyDwarfs
2.9386E+00;3.2359E+05;1.9160E+01;5.4915E+09;NearbyDwarfs
3.6383E+00;1.0000E+05;2.7200E+00;5.9316E+11;NearbyDwarfs
3.8874E+00;2.3442E+04;2.5500E+00;1.6876E+11;NearbyDwarfs
3.9920E-01;7.2444E+04;6.6200E+00;2.9806E+10;NearbyDwarfs
5.0130E-01;1.1482E+05;3.5500E+00;3.0634E+11;NearbyDwarfs
6.6020E-01;8.1283E+04;1.4810E+01;2.9869E+09;NearbyDwarfs
1.0254E+00;1.4791E+05;1.9600E+00;2.3448E+12;NearbyDwarfs
1.0971E+00;3.8905E+05;2.8900E+00;1.9239E+12;NearbyDwarfs
1.3666E+00;1.4125E+05;4.5100E+00;1.8380E+11;NearbyDwarfs
4.9290E-01;2.6915E+05;2.8700E+00;1.3591E+12;NearbyDwarfs
0.0000E+00;1.5849E+06;2.5000E+00;1.2108E+13;NearbyDwarfs
1.1704E+00;1.1749E+05;7.4800E+00;3.3510E+10;NearbyDwarfs
6.2680E-01;1.1749E+05;4.7700E+00;1.2922E+11;NearbyDwarfs
3.4303E+00;9.1201E+04;2.7700E+00;5.1220E+11;NearbyDwarfs
2.1876E+00;3.3884E+04;2.8900E+00;1.6757E+11;NearbyDwarfs
1.5399E+00;1.0233E+05;2.9100E+00;4.9568E+11;NearbyDwarfs
3.0196E+00;3.1623E+04;6.5900E+00;1.3189E+10;NearbyDwarfs
3.0379E+00;1.5136E+04;2.8700E+00;7.6425E+10;NearbyDwarfs
9.7020E-01;7.2444E+04;3.1600E+00;2.7404E+11;NearbyDwarfs
2.0050E-01;7.0795E+04;3.4200E+00;2.1125E+11;NearbyDwarfs
8.8000E-03;1.0715E+07;2.3100E+00;1.0376E+14;NearbyDwarfs
3.7220E-01;4.4668E+04;2.2300E+00;4.8080E+11;NearbyDwarfs
5.5730E-01;3.6308E+04;5.5000E-01;2.6049E+13;NearbyDwarfs
2.1078E+00;8.7096E+04;1.5600E+00;2.7385E+12;NearbyDwarfs
6.4240E-01;6.1660E+04;3.4800E+00;1.7464E+11;NearbyDwarfs
9.8680E-01;1.4791E+05;1.1300E+00;1.2236E+13;NearbyDwarfs
5.7560E-01;2.9512E+04;2.2900E+00;2.9334E+11;NearbyDwarfs
6.4970E-01;3.0903E+05;1.3300E+00;1.5679E+13;NearbyDwarfs
1.2598E+00;1.0471E+05;1.1400E+00;8.4366E+12;NearbyDwarfs
1.5278E+00;1.8621E+05;1.8600E+00;3.4542E+12;NearbyDwarfs
2.7222E+00;5.1286E+04;1.3100E+00;2.7231E+12;NearbyDwarfs
1.3312E+00;1.1749E+05;1.3400E+00;5.8286E+12;NearbyDwarfs
1.7680E+00;6.1660E+04;1.5400E+00;2.0152E+12;NearbyDwarfs
1.8750E+00;7.4131E+04;1.3500E+00;3.5965E+12;NearbyDwarfs
1.2392E+01;1.6659E+05;7.1520E+00;5.4356E+10;NGC5846-UDG1-1
9.6478E+00;2.0658E+05;7.4586E+00;5.9429E+10;NGC5846-UDG1-1
2.2656E+00;2.3423E+05;7.8417E+00;5.7981E+10;NGC5846-UDG1-1
1.2133E+00;3.0433E+05;7.2798E+00;9.4163E+10;NGC5846-UDG1-1
1.7332E+00;2.6092E+05;9.2721E+00;3.9071E+10;NGC5846-UDG1-1
1.0062E+00;4.8106E+05;7.1265E+00;1.5865E+11;NGC5846-UDG1-1
8.4435E-01;5.1708E+05;6.9477E+00;1.8404E+11;NGC5846-UDG1-1
2.6467E+00;1.7614E+05;1.0064E+01;2.0627E+10;NGC5846-UDG1-1
1.3128E+00;2.2091E+05;7.3308E+00;6.6933E+10;NGC5846-UDG1-1
2.0439E+00;3.3507E+05;7.5607E+00;9.2540E+10;NGC5846-UDG1-1
8.7603E-01;6.4198E+05;7.5607E+00;1.7730E+11;NGC5846-UDG1-1
2.0261E-01;9.5019E+05;7.0243E+00;3.2725E+11;NGC5846-UDG1-1
6.5189E-01;2.8649E+05;6.6667E+00;1.1541E+11;NGC5846-UDG1-1
1.9631E-01;1.4941E+06;8.1482E+00;3.2966E+11;NGC5846-UDG1-1
8.5367E-01;2.9399E+05;6.8455E+00;1.0939E+11;NGC5846-UDG1-1
1.4412E+00;1.6445E+05;7.4075E+00;4.8296E+10;NGC5846-UDG1-1
6.2704E-01;5.7102E+05;7.1010E+00;1.9036E+11;NGC5846-UDG1-1
2.0231E+00;2.1047E+05;6.7944E+00;8.0094E+10;NGC5846-UDG1-1
1.6964E+00;4.7544E+05;7.4586E+00;1.3678E+11;NGC5846-UDG1-1
1.5716E+00;4.1645E+05;6.4879E+00;1.8202E+11;NGC5846-UDG1-1
2.6360E+00;1.7684E+05;8.0716E+00;4.0142E+10;NGC5846-UDG1-1
2.4595E+00;6.9805E+05;6.9222E+00;2.5121E+11;NGC5846-UDG1-1
1.5538E+01;1.0477E+05;9.3743E+00;1.5181E+10;NGC5846-UDG1-2
1.3789E+01;1.4376E+05;1.1316E+01;1.1844E+10;NGC5846-UDG1-2
1.1854E+01;1.7257E+05;5.4151E+00;1.2973E+11;NGC5846-UDG1-2
1.1317E+01;1.3388E+05;9.6553E+00;1.7755E+10;NGC5846-UDG1-2
1.0437E+01;1.4838E+05;5.5939E+00;1.0119E+11;NGC5846-UDG1-2
3.3686E+00;1.2791E+05;7.8928E+00;3.1051E+10;NGC5846-UDG1-2
2.1076E+00;1.0985E+05;5.4917E+00;7.9170E+10;NGC5846-UDG1-2
3.4436E+00;1.4723E+05;1.0983E+01;1.3263E+10;NGC5846-UDG1-2
1.6606E+00;9.7353E+04;8.1482E+00;2.1481E+10;NGC5846-UDG1-2
3.7242E+00;2.4177E+05;1.1060E+01;2.1330E+10;NGC5846-UDG1-2
9.5937E-01;1.5347E+05;7.4075E+00;4.5070E+10;NGC5846-UDG1-2
8.2315E-01;7.8615E+04;8.4803E+00;1.5387E+10;NGC5846-UDG1-2
1.6497E+00;1.4290E+05;7.0499E+00;4.8682E+10;NGC5846-UDG1-2
5.9359E-01;1.4696E+05;7.2031E+00;4.6938E+10;NGC5846-UDG1-2
1.1707E+00;1.0389E+05;9.8341E+00;1.3039E+10;NGC5846-UDG1-2
1.3901E+00;1.0773E+05;7.1520E+00;3.5152E+10;NGC5846-UDG1-2
5.4694E+00;1.3403E+05;7.3564E+00;4.0188E+10;NGC5846-UDG1-2
3.4438E+00;1.1179E+05;6.3602E+00;5.1862E+10;NGC5846-UDG1-2
3.2391E+00;1.2519E+05;8.3270E+00;2.5881E+10;NGC5846-UDG1-2
4.3146E+00;1.4762E+05;6.3347E+00;6.9319E+10;NGC5846-UDG1-2
1.5323E+01;6.6735E+04;5.6450E+00;4.4284E+10;NGC5846-UDG1-3
1.5073E+01;4.0298E+04;2.0792E+01;5.3515E+08;NGC5846-UDG1-3
1.5752E+01;3.7609E+04;1.6450E+01;1.0086E+09;NGC5846-UDG1-3
1.4567E+01;3.6511E+04;8.7868E+00;6.4241E+09;NGC5846-UDG1-3
1.5650E+01;7.5912E+04;1.2210E+01;4.9784E+09;NGC5846-UDG1-3
1.4028E+01;3.1211E+04;1.4227E+01;1.2936E+09;NGC5846-UDG1-3
1.3858E+01;9.3216E+04;2.2606E+01;9.6322E+08;NGC5846-UDG1-3
1.4813E+01;4.5999E+04;1.7012E+01;1.1153E+09;NGC5846-UDG1-3
1.4806E+01;5.4108E+04;1.8800E+01;9.7207E+08;NGC5846-UDG1-3
1.4825E+01;3.4611E+04;5.0064E+00;3.2924E+10;NGC5846-UDG1-3
1.4239E+01;5.3571E+04;1.0677E+01;5.2537E+09;NGC5846-UDG1-3
1.3463E+01;6.5960E+04;2.0562E+01;9.0564E+08;NGC5846-UDG1-3
1.4097E+01;5.6034E+04;2.0664E+01;7.5801E+08;NGC5846-UDG1-3
1.5946E+01;5.4959E+04;1.2899E+01;3.0565E+09;NGC5846-UDG1-3
1.4022E+01;4.0279E+04;8.1227E+00;8.9715E+09;NGC5846-UDG1-3
1.3925E+01;4.4169E+04;1.3104E+01;2.3433E+09;NGC5846-UDG1-3
1.3386E+01;3.5040E+04;1.3385E+01;1.7444E+09;NGC5846-UDG1-3
1.4886E+01;9.7423E+04;1.9489E+01;1.5709E+09;NGC5846-UDG1-3
1.3070E+01;5.9038E+04;1.2184E+01;3.8962E+09;NGC5846-UDG1-3
1.3277E+01;4.7275E+04;2.0409E+01;6.6382E+08;NGC5846-UDG1-3
1.7285E+01;6.6970E+04;2.1175E+01;8.4194E+08;NGC5846-UDG1-3
1.2497E+01;3.5504E+04;1.7778E+01;7.5424E+08;NGC5846-UDG1-3
1.5812E+01;4.8618E+04;1.6935E+01;1.1949E+09;NGC5846-UDG1-3
1.7910E+01;8.1548E+04;1.4764E+01;3.0248E+09;NGC5846-UDG1-3
1.4045E+01;6.6759E+04;1.0575E+01;6.7387E+09;NGC5846-UDG1-3
1.2268E+01;4.0621E+04;1.7701E+01;8.7422E+08;NGC5846-UDG1-3
1.2781E+01;6.2362E+04;1.9259E+01;1.0420E+09;NGC5846-UDG1-3
1.2127E+01;7.6530E+04;1.6271E+01;2.1207E+09;NGC5846-UDG1-3
1.1794E+01;4.6145E+04;1.9285E+01;7.6799E+08;NGC5846-UDG1-3
1.3321E+01;8.9076E+04;1.7522E+01;1.9763E+09;NGC5846-UDG1-3
1.3322E+01;3.1157E+04;1.1494E+01;2.4490E+09;NGC5846-UDG1-3
1.2003E+01;4.7255E+04;8.5824E+00;8.9227E+09;NGC5846-UDG1-3
1.1443E+01;5.1437E+04;9.3487E+00;7.5145E+09;NGC5846-UDG1-3
1.1396E+01;5.9918E+04;1.5837E+01;1.8007E+09;NGC5846-UDG1-3
1.2710E+01;4.3034E+04;1.3206E+01;2.2305E+09;NGC5846-UDG1-3
1.2512E+01;7.4535E+04;1.1545E+01;5.7811E+09;NGC5846-UDG1-3
1.0960E+01;4.5602E+04;1.9132E+01;7.7734E+08;NGC5846-UDG1-3
1.2276E+01;8.5152E+04;2.2044E+01;9.4891E+08;NGC5846-UDG1-3
1.0837E+01;7.7010E+04;1.4355E+01;3.1074E+09;NGC5846-UDG1-3
1.1337E+01;8.4482E+04;1.2286E+01;5.4375E+09;NGC5846-UDG1-3
1.1431E+01;6.2298E+04;1.5198E+01;2.1183E+09;NGC5846-UDG1-3
1.2979E+01;2.9650E+04;1.3461E+01;1.4510E+09;NGC5846-UDG1-3
1.2549E+01;9.4482E+04;2.0460E+01;1.3168E+09;NGC5846-UDG1-3
1.0380E+01;2.7961E+04;9.8596E+00;3.4822E+09;NGC5846-UDG1-3
1.2795E+01;7.1592E+04;1.5658E+01;2.2261E+09;NGC5846-UDG1-3
1.2588E+01;5.2474E+04;2.2580E+01;5.4406E+08;NGC5846-UDG1-3
1.0319E+01;2.5325E+04;1.9796E+01;3.8968E+08;NGC5846-UDG1-3
9.9076E+00;7.4637E+04;2.1788E+01;8.6133E+08;NGC5846-UDG1-3
1.2002E+01;1.1518E+05;1.7395E+01;2.6123E+09;NGC5846-UDG1-3
1.2903E+01;3.2212E+04;1.6782E+01;8.1355E+08;NGC5846-UDG1-3
9.5686E+00;7.0947E+04;1.2823E+01;4.0169E+09;NGC5846-UDG1-3
1.5879E+01;6.1883E+04;1.9975E+01;9.2687E+08;NGC5846-UDG1-3
1.3404E+01;2.8804E+04;1.1418E+01;2.3099E+09;NGC5846-UDG1-3
9.2575E+00;5.3555E+04;1.1750E+01;3.9409E+09;NGC5846-UDG1-3
1.4010E+01;1.0121E+05;1.6731E+01;2.5798E+09;NGC5846-UDG1-3
9.3535E+00;5.5421E+04;8.0460E+00;1.2700E+10;NGC5846-UDG1-3
9.3103E+00;4.0633E+04;9.9873E+00;4.8688E+09;NGC5846-UDG1-3
9.1378E+00;4.5109E+04;1.6884E+01;1.1187E+09;NGC5846-UDG1-3
1.3456E+01;5.3218E+04;1.0089E+01;6.1849E+09;NGC5846-UDG1-3
9.8581E+00;6.7011E+04;2.3832E+01;5.9097E+08;NGC5846-UDG1-3
9.9009E+00;2.8924E+04;1.1290E+01;2.3991E+09;NGC5846-UDG1-3
8.5784E+00;6.6688E+04;2.0945E+01;8.6631E+08;NGC5846-UDG1-3
1.0074E+01;2.6447E+04;1.2669E+01;1.5524E+09;NGC5846-UDG1-3
1.1973E+01;7.0629E+04;1.9464E+01;1.1434E+09;NGC5846-UDG1-3
1.0012E+01;8.6641E+04;1.6424E+01;2.3343E+09;NGC5846-UDG1-3
1.1320E+01;1.0119E+05;1.4074E+01;4.3326E+09;NGC5846-UDG1-3
1.4963E+01;1.2243E+04;1.1980E+01;8.5004E+08;NGC5846-UDG1-3
1.0612E+01;5.2372E+04;1.4789E+01;1.9325E+09;NGC5846-UDG1-3
8.8247E+00;3.4519E+04;1.4406E+01;1.3781E+09;NGC5846-UDG1-3
1.0568E+01;1.3374E+04;1.2950E+01;7.3504E+08;NGC5846-UDG1-3
9.1604E+00;4.2273E+04;1.3895E+01;1.8808E+09;NGC5846-UDG1-3
9.7896E+00;4.4434E+04;1.3998E+01;1.9339E+09;NGC5846-UDG1-3
7.5042E+00;5.4553E+04;2.0511E+01;7.5463E+08;NGC5846-UDG1-3
7.4653E+00;8.0718E+04;1.6015E+01;2.3455E+09;NGC5846-UDG1-3
1.1351E+01;1.0113E+05;2.6820E+01;6.2572E+08;NGC5846-UDG1-3
6.8355E+00;8.4175E+04;1.2235E+01;5.4858E+09;NGC5846-UDG1-3
8.4184E+00;8.1433E+04;2.4138E+01;6.9115E+08;NGC5846-UDG1-3
6.4228E+00;1.0166E+05;2.1941E+01;1.1487E+09;NGC5846-UDG1-3
1.2503E+01;6.2233E+04;2.3219E+01;5.9347E+08;NGC5846-UDG1-3
6.6683E+00;6.4179E+04;2.7305E+01;3.7629E+08;NGC5846-UDG1-3
6.5526E+00;4.1700E+04;2.2554E+01;4.3383E+08;NGC5846-UDG1-3
1.2440E+01;4.2987E+04;1.4457E+01;1.6981E+09;NGC5846-UDG1-3
1.0402E+01;3.4851E+04;2.7944E+01;1.9064E+08;NGC5846-UDG1-3
6.0060E+00;7.6123E+04;2.2376E+01;8.1109E+08;NGC5846-UDG1-3
8.7210E+00;9.0843E+04;1.0626E+01;9.0381E+09;NGC5846-UDG1-3
1.3127E+01;6.5953E+04;1.0038E+01;7.7826E+09;NGC5846-UDG1-3
7.5071E+00;3.5875E+04;2.1099E+01;4.5595E+08;NGC5846-UDG1-3
9.1166E+00;6.0666E+04;1.6424E+01;1.6345E+09;NGC5846-UDG1-3
1.0795E+01;3.7900E+04;1.5888E+01;1.1281E+09;NGC5846-UDG1-3
6.6344E+00;4.1875E+04;1.5351E+01;1.3817E+09;NGC5846-UDG1-3
6.3004E+00;6.5076E+04;1.5479E+01;2.0944E+09;NGC5846-UDG1-3
8.3674E+00;6.4153E+04;2.2989E+01;6.3032E+08;NGC5846-UDG1-3
8.3501E+00;6.8887E+04;1.3385E+01;3.4293E+09;NGC5846-UDG1-3
8.4042E+00;5.3304E+04;1.6961E+01;1.3041E+09;NGC5846-UDG1-3
9.5289E+00;5.0131E+04;1.4687E+01;1.8887E+09;NGC5846-UDG1-3
1.1434E+01;4.2061E+04;5.4662E+00;3.0740E+10;NGC5846-UDG1-3
9.0404E+00;7.1764E+04;1.4304E+01;2.9269E+09;NGC5846-UDG1-3
9.6669E+00;3.6368E+04;1.4151E+01;1.5320E+09;NGC5846-UDG1-3
6.1864E+00;1.4792E+05;2.4113E+01;1.2594E+09;NGC5846-UDG1-3
6.1670E+00;8.3383E+04;2.1686E+01;9.7594E+08;NGC5846-UDG1-3
9.4752E+00;5.5795E+04;5.2363E+00;4.6388E+10;NGC5846-UDG1-3
9.8570E+00;7.8482E+03;1.7446E+01;1.7643E+08;NGC5846-UDG1-3
8.0095E+00;6.0397E+04;6.1303E+00;3.1293E+10;NGC5846-UDG1-3
9.1394E+00;1.1357E+05;1.9668E+01;1.7817E+09;NGC5846-UDG1-3
7.8492E+00;3.9492E+04;1.0830E+01;3.7109E+09;NGC5846-UDG1-3
7.1516E+00;6.4686E+04;2.4726E+01;5.1080E+08;NGC5846-UDG1-3
8.1899E+00;8.8984E+04;2.1252E+01;1.1066E+09;NGC5846-UDG1-3
9.0337E+00;4.1092E+04;1.5581E+01;1.2967E+09;NGC5846-UDG1-3
9.5814E+00;4.0879E+04;1.2925E+01;2.2600E+09;NGC5846-UDG1-3
7.0061E+00;2.5299E+04;1.1980E+01;1.7565E+09;NGC5846-UDG1-3
8.6280E+00;9.8901E+04;1.3512E+01;4.7852E+09;NGC5846-UDG1-3
7.9646E+00;3.7254E+04;1.5249E+01;1.2541E+09;NGC5846-UDG1-3
9.1573E+00;5.0437E+04;2.0562E+01;6.9252E+08;NGC5846-UDG1-3
1.0534E+01;2.0249E+04;1.3052E+01;1.0869E+09;NGC5846-UDG1-3
7.9781E+00;4.2719E+04;2.2835E+01;4.2822E+08;NGC5846-UDG1-3
8.5329E+00;5.2174E+04;9.7830E+00;6.6515E+09;NGC5846-UDG1-3
1.0465E+01;3.0015E+03;9.0422E+00;4.8461E+08;NGC5846-UDG1-3
6.5258E+00;8.9873E+04;2.4623E+01;7.1856E+08;NGC5846-UDG1-3
8.8625E+00;1.1846E+05;1.5121E+01;4.0896E+09;NGC5846-UDG1-3
6.7472E+00;8.0987E+04;1.0600E+01;8.1159E+09;NGC5846-UDG1-3
6.8539E+00;4.4680E+04;1.0958E+01;4.0533E+09;NGC5846-UDG1-3
9.6045E+00;5.7660E+04;1.4713E+01;2.1611E+09;NGC5846-UDG1-3
9.1921E+00;3.7895E+04;2.1303E+01;4.6790E+08;NGC5846-UDG1-3
8.4320E+00;2.4652E+04;9.7063E+00;3.2178E+09;NGC5846-UDG1-3
8.4751E+00;1.0169E+05;2.5926E+01;6.9652E+08;NGC5846-UDG1-3
1.0849E+01;5.4703E+04;1.6399E+01;1.4807E+09;NGC5846-UDG1-3
7.3586E+00;8.8638E+04;2.3729E+01;7.9185E+08;NGC5846-UDG1-3
6.6989E+00;4.8174E+04;5.7983E+00;2.9499E+10;NGC5846-UDG1-3
1.1391E+01;1.2979E+05;5.3640E+00;1.0038E+11;NGC5846-UDG1-3
7.9571E+00;3.9480E+04;2.4598E+01;3.1664E+08;NGC5846-UDG1-3
7.9053E+00;5.5345E+04;2.0051E+01;8.1947E+08;NGC5846-UDG1-3
9.8398E+00;2.0420E+04;1.2593E+01;1.2206E+09;NGC5846-UDG1-3
7.5375E+00;4.0696E+04;1.9643E+01;6.4096E+08;NGC5846-UDG1-3
1.1433E+01;7.0364E+04;1.9081E+01;1.2091E+09;NGC5846-UDG1-3
6.0861E+00;5.3209E+04;1.4330E+01;2.1585E+09;NGC5846-UDG1-3
9.3597E+00;3.4708E+04;1.7497E+01;7.7343E+08;NGC5846-UDG1-3
8.5882E+00;2.1028E+04;1.3359E+01;1.0529E+09;NGC5846-UDG1-3
7.8572E+00;7.0274E+04;2.2222E+01;7.6437E+08;NGC5846-UDG1-3
1.0369E+01;9.4392E+04;2.5824E+01;6.5426E+08;NGC5846-UDG1-3
8.9324E+00;8.1489E+04;2.0000E+01;1.2158E+09;NGC5846-UDG1-3
7.5449E+00;6.0208E+04;1.3844E+01;2.7085E+09;NGC5846-UDG1-3
7.9141E+00;6.1128E+04;2.0281E+01;8.7466E+08;NGC5846-UDG1-3
6.5352E+00;5.2465E+04;1.3282E+01;2.6725E+09;NGC5846-UDG1-3
1.0812E+01;2.2608E+04;1.8084E+01;4.5627E+08;NGC5846-UDG1-3
9.4703E+00;3.7944E+04;2.0307E+01;5.4089E+08;NGC5846-UDG1-3
6.8032E+00;7.8506E+04;5.4662E+00;5.7375E+10;NGC5846-UDG1-3
9.1969E+00;3.1229E+04;8.0971E+00;7.0218E+09;NGC5846-UDG1-3
6.3692E+00;6.0458E+04;1.7829E+01;1.2734E+09;NGC5846-UDG1-3
6.1426E+00;2.6995E+04;7.1265E+00;8.9031E+09;NGC5846-UDG1-3
7.5272E+00;8.3090E+04;1.0907E+01;7.6442E+09;NGC5846-UDG1-3
7.8609E+00;5.1351E+04;6.5901E+00;2.1417E+10;NGC5846-UDG1-3
1.0137E+01;2.4852E+04;1.1213E+01;2.1039E+09;NGC5846-UDG1-3
8.2859E+00;3.8122E+04;1.5326E+01;1.2641E+09;NGC5846-UDG1-3
7.3163E+00;1.5404E+04;1.2976E+01;8.4159E+08;NGC5846-UDG1-3
7.9375E+00;8.0835E+04;2.3627E+01;7.3154E+08;NGC5846-UDG1-3
5.8596E+00;4.0390E+04;1.3436E+01;1.9879E+09;NGC5846-UDG1-3
4.8061E+00;4.6793E+04;1.0728E+01;4.5238E+09;NGC5846-UDG1-3
4.5018E+00;7.2100E+04;2.5339E+01;5.2901E+08;NGC5846-UDG1-3
5.4343E+00;2.3356E+04;1.8953E+01;4.0950E+08;NGC5846-UDG1-3
5.2931E+00;3.3700E+04;1.2669E+01;1.9781E+09;NGC5846-UDG1-3
5.4885E+00;9.3109E+04;9.2210E+00;1.4175E+10;NGC5846-UDG1-3
4.6309E+00;7.7368E+04;7.8162E+00;1.9340E+10;NGC5846-UDG1-3
3.4173E+00;6.7978E+04;2.3857E+01;5.9758E+08;NGC5846-UDG1-3
3.7710E+00;9.6692E+04;7.4075E+00;2.8396E+10;NGC5846-UDG1-3
3.4188E+00;4.3039E+04;1.7701E+01;9.2625E+08;NGC5846-UDG1-3
5.4702E+00;4.1546E+04;1.6501E+01;1.1038E+09;NGC5846-UDG1-3
3.6064E+00;4.7818E+04;1.8059E+01;9.6917E+08;NGC5846-UDG1-3
2.9374E+00;7.3771E+04;1.6577E+01;1.9329E+09;NGC5846-UDG1-3
5.1587E+00;4.0678E+04;2.1099E+01;5.1700E+08;NGC5846-UDG1-3
3.0949E+00;5.6080E+04;4.9298E+00;5.5873E+10;NGC5846-UDG1-3
4.5942E+00;1.9398E+04;1.9106E+01;3.3199E+08;NGC5846-UDG1-3
5.8158E+00;4.0190E+04;9.9107E+00;4.9282E+09;NGC5846-UDG1-3
5.8524E+00;1.1220E+05;1.7574E+01;2.4677E+09;NGC5846-UDG1-3
5.8086E+00;1.4457E+05;3.0243E+01;6.2388E+08;NGC5846-UDG1-3
2.3284E+00;9.8600E+04;9.4509E+00;1.3942E+10;NGC5846-UDG1-3
2.6614E+00;1.1050E+05;2.9119E+01;5.3421E+08;NGC5846-UDG1-3
2.3983E+00;7.5719E+04;2.0485E+01;1.0513E+09;NGC5846-UDG1-3
